review_item_id,source_page_key,eval_mode,mismatch_type,truth_id,prediction_id,confidence,iou_25,best_iou,nearest_truth_iou,nearest_truth_id,nearest_prediction_id,nearest_prediction_iou,matched_elsewhere,matched_elsewhere_prediction_id,matched_elsewhere_truth_id,possible_duplicate_prediction,mismatch_reason_raw,human_error_bucket,human_review_status,human_notes,overlay_path,crop_path
260313_-_VA_Biloxi_Rev_3_p0188:pipeline_full:pred:pred_001,260313_-_VA_Biloxi_Rev_3:p0188,pipeline_full,localization_low_iou,truth_002,pred_001,0.977278,0.475886,0.475886,0.475886,truth_002,pred_001,0.475886,false,,,false,"pred_001 was matched to truth_002 at IoU 0.476, so it counts as a TP at IoU 0.25. It is queued because localization is below IoU 0.50.",localization_too_loose,resolved,Prediction found the cloud but box is too loose and includes extra non-cloud area; need to tighten box,CloudHammer_v2/outputs/baseline_human_audited_mismatch_review_20260504/overlay_packet/overlays/pipeline_full/260313_-_VA_Biloxi_Rev_3_p0188_pipeline_full_truth_vs_predictions.jpg,CloudHammer_v2/outputs/baseline_pipeline_full_page_disjoint_real_20260502/whole_cloud_candidates/crops/260313 - VA Biloxi Rev 3/260313_-_VA_Biloxi_Rev_3_ff19da68_p0188_whole_001_large.png
260313_-_VA_Biloxi_Rev_3_p0188:pipeline_full:pred:pred_002,260313_-_VA_Biloxi_Rev_3:p0188,pipeline_full,localization_low_iou,truth_001,pred_002,0.937547,0.402142,0.402142,0.402142,truth_001,pred_002,0.402142,false,,,false,"pred_002 was matched to truth_001 at IoU 0.402, so it counts as a TP at IoU 0.25. It is queued because localization is below IoU 0.50.",localization_too_loose,resolved,Prediction found the cloud but box is too loose and includes extra non-cloud area; tighten whole-cloud localization.,CloudHammer_v2/outputs/baseline_human_audited_mismatch_review_20260504/overlay_packet/overlays/pipeline_full/260313_-_VA_Biloxi_Rev_3_p0188_pipeline_full_truth_vs_predictions.jpg,CloudHammer_v2/outputs/baseline_pipeline_full_page_disjoint_real_20260502/whole_cloud_candidates/crops/260313 - VA Biloxi Rev 3/260313_-_VA_Biloxi_Rev_3_ff19da68_p0188_whole_002_large.png
260313_-_VA_Biloxi_Rev_3_p0197:model_only_tiled:pred:pred_003,260313_-_VA_Biloxi_Rev_3:p0197,model_only_tiled,false_positive,truth_002,pred_003,0.794024,0.258792,0.258792,0.258792,truth_002,pred_001,0.909764,true,pred_001,,true,"pred_003 was not assigned the IoU 0.25 scoring match. Its nearest truth is truth_002 at IoU 0.259, but that truth was already matched to pred_001. This may be a duplicate/fragment scoring artifact.",duplicate_prediction_on_real_cloud,resolved,Prediction is an extra box on a real cloud already claimed by another prediction; likely suppress/delete duplicate.,CloudHammer_v2/outputs/baseline_human_audited_mismatch_review_20260504/overlay_packet/overlays/model_only_tiled/260313_-_VA_Biloxi_Rev_3_p0197_model_only_tiled_truth_vs_predictions.jpg,CloudHammer_v2/outputs/baseline_model_only_tiled_page_disjoint_real_20260502/crops/260313_-_VA_Biloxi_Rev_3_811badc1_p0197_cloud_003.png
260313_-_VA_Biloxi_Rev_3_p0197:pipeline_full:pred:pred_001,260313_-_VA_Biloxi_Rev_3:p0197,pipeline_full,false_positive,truth_002,pred_001,0.953992,0.140125,0.140125,0.140125,truth_002,pred_001,0.140125,false,,,false,"pred_001 was not assigned a scoring match because its nearest truth is truth_002 at IoU 0.140, below the IoU 0.25 threshold.",overmerged_grouping,resolved,Prediction merged two separate real clouds into one large box. Should split into two independent cloud predictions.,CloudHammer_v2/outputs/baseline_human_audited_mismatch_review_20260504/overlay_packet/overlays/pipeline_full/260313_-_VA_Biloxi_Rev_3_p0197_pipeline_full_truth_vs_predictions.jpg,CloudHammer_v2/outputs/baseline_pipeline_full_page_disjoint_real_20260502/whole_cloud_candidates/crops/260313 - VA Biloxi Rev 3/260313_-_VA_Biloxi_Rev_3_ff19da68_p0197_whole_001_small.png
260313_-_VA_Biloxi_Rev_3_p0197:pipeline_full:truth:truth_001,260313_-_VA_Biloxi_Rev_3:p0197,pipeline_full,false_negative,truth_001,pred_001,0.953992,0.091915,0.091915,0.091915,truth_001,pred_001,0.091915,false,,,false,truth_001 did not receive an IoU 0.25 scoring match. The nearest prediction is pred_001 at IoU 0.092.,overmerged_grouping,resolved,"Truth box is correct. Miss caused by one prediction overmerging this cloud with another separate cloud, so no separate matched prediction exists for this truth.",CloudHammer_v2/outputs/baseline_human_audited_mismatch_review_20260504/overlay_packet/overlays/pipeline_full/260313_-_VA_Biloxi_Rev_3_p0197_pipeline_full_truth_vs_predictions.jpg,CloudHammer_v2/outputs/baseline_pipeline_full_page_disjoint_real_20260502/whole_cloud_candidates/crops/260313 - VA Biloxi Rev 3/260313_-_VA_Biloxi_Rev_3_ff19da68_p0197_whole_001_small.png
260313_-_VA_Biloxi_Rev_3_p0197:pipeline_full:truth:truth_002,260313_-_VA_Biloxi_Rev_3:p0197,pipeline_full,false_negative,truth_002,pred_001,0.953992,0.140125,0.140125,0.140125,truth_002,pred_001,0.140125,false,,,false,truth_002 did not receive an IoU 0.25 scoring match. The nearest prediction is pred_001 at IoU 0.140.,overmerged_grouping,resolved,"Truth box is correct. Miss caused by one prediction overmerging this cloud with another separate cloud, so no separate matched prediction exists for this truth.",CloudHammer_v2/outputs/baseline_human_audited_mismatch_review_20260504/overlay_packet/overlays/pipeline_full/260313_-_VA_Biloxi_Rev_3_p0197_pipeline_full_truth_vs_predictions.jpg,CloudHammer_v2/outputs/baseline_pipeline_full_page_disjoint_real_20260502/whole_cloud_candidates/crops/260313 - VA Biloxi Rev 3/260313_-_VA_Biloxi_Rev_3_ff19da68_p0197_whole_001_small.png
260303-VA_Biloxi_Rev_5_RFI-126_p0007:model_only_tiled:pred:pred_003,260303-VA_Biloxi_Rev_5_RFI-126:p0007,model_only_tiled,false_positive,truth_002,pred_003,0.882375,0.354849,0.354849,0.354849,truth_002,pred_010,0.426987,true,pred_010,,true,"pred_003 was not assigned the IoU 0.25 scoring match. Its nearest truth is truth_002 at IoU 0.355, but that truth was already matched to pred_010. This may be a duplicate/fragment scoring artifact.",prediction_fragment_on_real_cloud,resolved,Prediction is on a real cloud and appears to add useful coverage beyond the accepted prediction; merge.,CloudHammer_v2/outputs/baseline_human_audited_mismatch_review_20260504/overlay_packet/overlays/model_only_tiled/260303-VA_Biloxi_Rev_5_RFI-126_p0007_model_only_tiled_truth_vs_predictions.jpg,CloudHammer_v2/outputs/baseline_model_only_tiled_page_disjoint_real_20260502/crops/260303-VA_Biloxi_Rev_5_RFI-126_21a92377_p0007_cloud_003.png
260303-VA_Biloxi_Rev_5_RFI-126_p0007:model_only_tiled:pred:pred_004,260303-VA_Biloxi_Rev_5_RFI-126:p0007,model_only_tiled,false_positive,truth_001,pred_004,0.874506,0.327028,0.327028,0.327028,truth_001,pred_008,0.431518,true,pred_008,,true,"pred_004 was not assigned the IoU 0.25 scoring match. Its nearest truth is truth_001 at IoU 0.327, but that truth was already matched to pred_008. This may be a duplicate/fragment scoring artifact.",prediction_fragment_on_real_cloud,resolved,Prediction is on a real cloud and appears to add useful coverage beyond the accepted prediction; merge.,CloudHammer_v2/outputs/baseline_human_audited_mismatch_review_20260504/overlay_packet/overlays/model_only_tiled/260303-VA_Biloxi_Rev_5_RFI-126_p0007_model_only_tiled_truth_vs_predictions.jpg,CloudHammer_v2/outputs/baseline_model_only_tiled_page_disjoint_real_20260502/crops/260303-VA_Biloxi_Rev_5_RFI-126_21a92377_p0007_cloud_004.png
260303-VA_Biloxi_Rev_5_RFI-126_p0007:model_only_tiled:pred:pred_005,260303-VA_Biloxi_Rev_5_RFI-126:p0007,model_only_tiled,false_positive,truth_001,pred_005,0.851732,0.111859,0.111859,0.111859,truth_001,pred_008,0.431518,true,pred_008,,true,"pred_005 was not assigned the IoU 0.25 scoring match. Its nearest truth is truth_001 at IoU 0.112, but that truth was already matched to pred_008. This may be a duplicate/fragment scoring artifact.",prediction_fragment_on_real_cloud,resolved,Prediction is on a real cloud and appears to add useful coverage beyond the accepted prediction; review merge vs suppress.,CloudHammer_v2/outputs/baseline_human_audited_mismatch_review_20260504/overlay_packet/overlays/model_only_tiled/260303-VA_Biloxi_Rev_5_RFI-126_p0007_model_only_tiled_truth_vs_predictions.jpg,CloudHammer_v2/outputs/baseline_model_only_tiled_page_disjoint_real_20260502/crops/260303-VA_Biloxi_Rev_5_RFI-126_21a92377_p0007_cloud_005.png
260303-VA_Biloxi_Rev_5_RFI-126_p0007:model_only_tiled:pred:pred_006,260303-VA_Biloxi_Rev_5_RFI-126:p0007,model_only_tiled,false_positive,truth_002,pred_006,0.837475,0.158745,0.158745,0.158745,truth_002,pred_010,0.426987,true,pred_010,,true,"pred_006 was not assigned the IoU 0.25 scoring match. Its nearest truth is truth_002 at IoU 0.159, but that truth was already matched to pred_010. This may be a duplicate/fragment scoring artifact.",prediction_fragment_on_real_cloud,resolved,Prediction is on a real cloud and appears to add useful coverage beyond the accepted prediction; merge.,CloudHammer_v2/outputs/baseline_human_audited_mismatch_review_20260504/overlay_packet/overlays/model_only_tiled/260303-VA_Biloxi_Rev_5_RFI-126_p0007_model_only_tiled_truth_vs_predictions.jpg,CloudHammer_v2/outputs/baseline_model_only_tiled_page_disjoint_real_20260502/crops/260303-VA_Biloxi_Rev_5_RFI-126_21a92377_p0007_cloud_006.png
260303-VA_Biloxi_Rev_5_RFI-126_p0007:model_only_tiled:pred:pred_007,260303-VA_Biloxi_Rev_5_RFI-126:p0007,model_only_tiled,false_positive,truth_004,pred_007,0.764076,0.208795,0.208795,0.208795,truth_004,pred_001,0.967879,true,pred_001,,true,"pred_007 was not assigned the IoU 0.25 scoring match. Its nearest truth is truth_004 at IoU 0.209, but that truth was already matched to pred_001. This may be a duplicate/fragment scoring artifact.",duplicate_prediction_on_real_cloud,resolved,Prediction is an extra box on a real cloud already claimed by another prediction; likely suppress/delete duplicate.,CloudHammer_v2/outputs/baseline_human_audited_mismatch_review_20260504/overlay_packet/overlays/model_only_tiled/260303-VA_Biloxi_Rev_5_RFI-126_p0007_model_only_tiled_truth_vs_predictions.jpg,CloudHammer_v2/outputs/baseline_model_only_tiled_page_disjoint_real_20260502/crops/260303-VA_Biloxi_Rev_5_RFI-126_21a92377_p0007_cloud_007.png
260303-VA_Biloxi_Rev_5_RFI-126_p0007:model_only_tiled:pred:pred_008,260303-VA_Biloxi_Rev_5_RFI-126:p0007,model_only_tiled,localization_low_iou,truth_001,pred_008,0.760143,0.431518,0.431518,0.431518,truth_001,pred_008,0.431518,false,,,false,"pred_008 was matched to truth_001 at IoU 0.432, so it counts as a TP at IoU 0.25. It is queued because localization is below IoU 0.50.",localization_too_tight,resolved,Prediction found the cloud but covers only part of the truth; needs merge/whole-cloud coverage.,CloudHammer_v2/outputs/baseline_human_audited_mismatch_review_20260504/overlay_packet/overlays/model_only_tiled/260303-VA_Biloxi_Rev_5_RFI-126_p0007_model_only_tiled_truth_vs_predictions.jpg,CloudHammer_v2/outputs/baseline_model_only_tiled_page_disjoint_real_20260502/crops/260303-VA_Biloxi_Rev_5_RFI-126_21a92377_p0007_cloud_008.png
260303-VA_Biloxi_Rev_5_RFI-126_p0007:model_only_tiled:pred:pred_009,260303-VA_Biloxi_Rev_5_RFI-126:p0007,model_only_tiled,false_positive,truth_002,pred_009,0.725689,0.182538,0.182538,0.182538,truth_002,pred_010,0.426987,true,pred_010,,true,"pred_009 was not assigned the IoU 0.25 scoring match. Its nearest truth is truth_002 at IoU 0.183, but that truth was already matched to pred_010. This may be a duplicate/fragment scoring artifact.",prediction_fragment_on_real_cloud,resolved,Prediction is on a real cloud and appears to add useful coverage beyond the accepted prediction; merge.,CloudHammer_v2/outputs/baseline_human_audited_mismatch_review_20260504/overlay_packet/overlays/model_only_tiled/260303-VA_Biloxi_Rev_5_RFI-126_p0007_model_only_tiled_truth_vs_predictions.jpg,CloudHammer_v2/outputs/baseline_model_only_tiled_page_disjoint_real_20260502/crops/260303-VA_Biloxi_Rev_5_RFI-126_21a92377_p0007_cloud_009.png
260303-VA_Biloxi_Rev_5_RFI-126_p0007:model_only_tiled:pred:pred_010,260303-VA_Biloxi_Rev_5_RFI-126:p0007,model_only_tiled,localization_low_iou,truth_002,pred_010,0.723602,0.426987,0.426987,0.426987,truth_002,pred_010,0.426987,false,,,false,"pred_010 was matched to truth_002 at IoU 0.427, so it counts as a TP at IoU 0.25. It is queued because localization is below IoU 0.50.",localization_too_tight,resolved,Prediction found the cloud but covers only part of the truth; needs merge/whole-cloud coverage.,CloudHammer_v2/outputs/baseline_human_audited_mismatch_review_20260504/overlay_packet/overlays/model_only_tiled/260303-VA_Biloxi_Rev_5_RFI-126_p0007_model_only_tiled_truth_vs_predictions.jpg,CloudHammer_v2/outputs/baseline_model_only_tiled_page_disjoint_real_20260502/crops/260303-VA_Biloxi_Rev_5_RFI-126_21a92377_p0007_cloud_010.png
260303-VA_Biloxi_Rev_5_RFI-126_p0007:pipeline_full:pred:pred_001,260303-VA_Biloxi_Rev_5_RFI-126:p0007,pipeline_full,localization_low_iou,truth_002,pred_001,0.959087,0.259466,0.259466,0.259466,truth_002,pred_001,0.259466,false,,,false,"pred_001 was matched to truth_002 at IoU 0.259, so it counts as a TP at IoU 0.25. It is queued because localization is below IoU 0.50.",overmerged_grouping,resolved,"Prediction overmerged two separate real clouds. One truth was matched, but the same prediction also absorbs a second cloud that remains missed/orange. Should split into two independent predictions.",CloudHammer_v2/outputs/baseline_human_audited_mismatch_review_20260504/overlay_packet/overlays/pipeline_full/260303-VA_Biloxi_Rev_5_RFI-126_p0007_pipeline_full_truth_vs_predictions.jpg,CloudHammer_v2/outputs/baseline_pipeline_full_page_disjoint_real_20260502/whole_cloud_candidates/crops/260303-VA Biloxi Rev 5 RFI-126/260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0007_whole_001_large.png
260303-VA_Biloxi_Rev_5_RFI-126_p0007:pipeline_full:truth:truth_001,260303-VA_Biloxi_Rev_5_RFI-126:p0007,pipeline_full,false_negative,truth_001,pred_001,0.959087,0.124499,0.124499,0.124499,truth_001,pred_001,0.124499,true,,truth_002,false,"truth_001 did not receive an IoU 0.25 scoring match. The nearest prediction is pred_001 at IoU 0.124, but that prediction was matched to truth_002.",overmerged_grouping,resolved,"Truth box is correct. Miss is caused by nearby prediction overmerging this cloud with another truth; scorer matched the merged prediction to the other cloud, leaving this one unmatched.",CloudHammer_v2/outputs/baseline_human_audited_mismatch_review_20260504/overlay_packet/overlays/pipeline_full/260303-VA_Biloxi_Rev_5_RFI-126_p0007_pipeline_full_truth_vs_predictions.jpg,CloudHammer_v2/outputs/baseline_pipeline_full_page_disjoint_real_20260502/whole_cloud_candidates/crops/260303-VA Biloxi Rev 5 RFI-126/260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0007_whole_001_large.png
